ID	NOC	Games	City	Year	Sport	Event	Medal
1574	JPN	1984 Summer	Los Angeles	1984	Wrestling	Wrestling Men's Featherweight, Freestyle	Silver
1574	JPN	1992 Summer	Barcelona	1992	Wrestling	Wrestling Men's Lightweight, Freestyle	Bronze
1579	TUR	1948 Summer	London	1948	Wrestling	Wrestling Men's Bantamweight, Freestyle	Gold
1595	TUR	1956 Summer	Melbourne	1956	Wrestling	Wrestling Men's Flyweight, Freestyle	Bronze
1595	TUR	1964 Summer	Tokyo	1964	Wrestling	Wrestling Men's Bantamweight, Freestyle	Silver
1601	TUR	1972 Summer	Munich	1972	Wrestling	Wrestling Men's Featherweight, Freestyle	Silver
1618	SWE	1948 Summer	London	1948	Canoeing	Canoeing Men's Kayak Doubles, 10,000 metres	Gold
1618	SWE	1952 Summer	Helsinki	1952	Canoeing	Canoeing Men's Kayak Doubles, 10,000 metres	Silver
1619	SWE	1932 Summer	Los Angeles	1932	Sailing	Sailing Mixed 6 metres	Gold
1622	USA	1996 Summer	Atlanta	1996	Football	Football Women's Football	Gold
1634	TUR	2016 Summer	Rio de Janeiro	2016	Wrestling	Wrestling Men's Super-Heavyweight, Freestyle	Gold
1637	URS	1980 Summer	Moskva	1980	Volleyball	Volleyball Women's Volleyball	Gold
1647	UZB	2016 Summer	Rio de Janeiro	2016	Boxing	Boxing Men's Bantamweight	Bronze
1649	RUS	2016 Summer	Rio de Janeiro	2016	Fencing	Fencing Men's Foil, Team	Gold
1650	RUS	2008 Summer	Beijing	2008	Wrestling	Wrestling Men's Super-Heavyweight, Freestyle	Silver
1652	BUL	1964 Summer	Tokyo	1964	Wrestling	Wrestling Men's Heavyweight, Freestyle	Silver
1654	URS	1980 Summer	Moskva	1980	Hockey	Hockey Women's Hockey	Bronze
1659	URS	1960 Summer	Roma	1960	Rowing	Rowing Men's Coxless Fours	Bronze
1662	PAK	1968 Summer	Mexico City	1968	Hockey	Hockey Men's Hockey	Gold
1665	PAK	1984 Summer	Los Angeles	1984	Hockey	Hockey Men's Hockey	Gold
1673	UGA	1972 Summer	Munich	1972	Athletics	Athletics Men's 400 metres Hurdles	Gold
1676	URS	1972 Summer	Munich	1972	Water Polo	Water Polo Men's Water Polo	Gold
1678	URS	1980 Summer	Moskva	1980	Water Polo	Water Polo Men's Water Polo	Gold
1682	USA	2016 Summer	Rio de Janeiro	2016	Athletics	Athletics Women's 4 x 100 metres Relay	Gold
1683	USA	2012 Summer	London	2012	Volleyball	Volleyball Women's Volleyball	Silver
1683	USA	2016 Summer	Rio de Janeiro	2016	Volleyball	Volleyball Women's Volleyball	Bronze
1698	RUS	2004 Summer	Athina	2004	Weightlifting	Weightlifting Men's Middle-Heavyweight	Silver
1698	RUS	2008 Summer	Beijing	2008	Weightlifting	Weightlifting Men's Middle-Heavyweight	Bronze
1700	RUS	2000 Summer	Sydney	2000	Water Polo	Water Polo Women's Water Polo	Bronze
1713	EUN	1992 Summer	Barcelona	1992	Weightlifting	Weightlifting Men's Heavyweight II	Silver
1716	NGR	2016 Summer	Rio de Janeiro	2016	Football	Football Men's Football	Bronze
1730	USA	2016 Summer	Rio de Janeiro	2016	Fencing	Fencing Women's Sabre, Team	Bronze
1732	URS	1976 Summer	Montreal	1976	Athletics	Athletics Women's 4 x 400 metres Relay	Bronze
1734	URS	1976 Summer	Montreal	1976	Athletics	Athletics Men's 4 x 100 metres Relay	Bronze
1734	URS	1980 Summer	Moskva	1980	Athletics	Athletics Men's 4 x 100 metres Relay	Gold
1740	RUS	1996 Summer	Atlanta	1996	Rowing	Rowing Men's Coxed Eights	Bronze
1742	URS	1980 Summer	Moskva	1980	Swimming	Swimming Women's 4 x 100 metres Medley Relay	Bronze
1758	URS	1976 Summer	Montreal	1976	Sailing	Sailing Mixed Two Person Keelboat	Silver
1762	SYR	2004 Summer	Athina	2004	Boxing	Boxing Men's Heavyweight	Bronze
1809	QAT	2012 Summer	London	2012	Shooting	Shooting Men's Skeet	Bronze
1858	KUW	2000 Summer	Sydney	2000	Shooting	Shooting Men's Double Trap	Bronze
1858	KUW	2012 Summer	London	2012	Shooting	Shooting Men's Trap	Bronze
1858	IOA	2016 Summer	Rio de Janeiro	2016	Shooting	Shooting Men's Double Trap	Gold
1885	KSA	2012 Summer	London	2012	Equestrianism	Equestrianism Mixed Jumping, Team	Bronze
1889	KSA	2000 Summer	Sydney	2000	Equestrianism	Equestrianism Mixed Jumping, Individual	Bronze
1949	PAK	1984 Summer	Los Angeles	1984	Hockey	Hockey Men's Hockey	Gold
2025	UAE	2004 Summer	Athina	2004	Shooting	Shooting Men's Double Trap	Gold
2112	IOA	2016 Summer	Rio de Janeiro	2016	Shooting	Shooting Men's Skeet	Bronze
2134	KSA	2012 Summer	London	2012	Equestrianism	Equestrianism Mixed Jumping, Team	Bronze
2170	KSA	2000 Summer	Sydney	2000	Athletics	Athletics Men's 400 metres Hurdles	Silver
2210	ESP	2012 Summer	London	2012	Sailing	Sailing Women's Windsurfer	Gold
2212	URS	1964 Summer	Tokyo	1964	Basketball	Basketball Men's Basketball	Silver
2225	URS	1972 Summer	Munich	1972	Wrestling	Wrestling Men's Flyweight, Freestyle	Silver
2233	PAK	1956 Summer	Melbourne	1956	Hockey	Hockey Men's Hockey	Silver
2233	PAK	1960 Summer	Roma	1960	Hockey	Hockey Men's Hockey	Gold
2256	CRO	1992 Summer	Barcelona	1992	Basketball	Basketball Men's Basketball	Silver
2295	ITA	1968 Summer	Mexico City	1968	Sailing	Sailing Mixed One Person Dinghy	Bronze
2302	FRA	1920 Summer	Antwerpen	1920	Tennis	Tennis Men's Doubles	Bronze
2306	RUS	2012 Summer	London	2012	Weightlifting	Weightlifting Men's Super-Heavyweight	Bronze
2307	ESP	2000 Summer	Sydney	2000	Football	Football Men's Football	Silver
2311	FRG	1984 Summer	Los Angeles	1984	Cycling	Cycling Men's Team Pursuit, 4,000 metres	Bronze
2313	ITA	1976 Summer	Montreal	1976	Water Polo	Water Polo Men's Water Polo	Silver
2316	FRA	1900 Summer	Paris	1900	Rugby	Rugby Men's Rugby	Gold
2317	FRA	1900 Summer	Paris	1900	Sailing	Sailing Mixed 1-2 Ton	Silver
2317	FRA	1900 Summer	Paris	1900	Sailing	Sailing Mixed 1-2 Ton	Bronze
2322	HUN	1960 Summer	Roma	1960	Football	Football Men's Football	Bronze
2342	ESP	2012 Summer	London	2012	Handball	Handball Women's Handball	Bronze
2347	DEN	1920 Summer	Antwerpen	1920	Gymnastics	Gymnastics Men's Team All-Around, Free System	Gold
2349	SWE	1948 Summer	London	1948	Athletics	Athletics Men's 10,000 metres	Bronze
2355	ITA	1968 Summer	Mexico City	1968	Rowing	Rowing Men's Coxless Fours	Bronze
2359	RUS	2008 Summer	Beijing	2008	Wrestling	Wrestling Men's Lightweight, Greco-Roman	Gold
2367	SUI	1924 Summer	Paris	1924	Rowing	Rowing Men's Coxless Fours	Bronze
2367	SUI	1924 Summer	Paris	1924	Rowing	Rowing Men's Coxed Fours	Gold
2381	SWE	1976 Summer	Montreal	1976	Sailing	Sailing Mixed Two Person Keelboat	Gold
2387	USA	1936 Summer	Berlin	1936	Athletics	Athletics Men's High Jump	Silver
2389	URS	1960 Summer	Roma	1960	Wrestling	Wrestling Men's Light-Heavyweight, Freestyle	Bronze
2419	BRA	1996 Summer	Atlanta	1996	Football	Football Men's Football	Bronze
2420	CUB	1976 Summer	Montreal	1976	Boxing	Boxing Men's Light-Welterweight	Silver
2420	CUB	1980 Summer	Moskva	1980	Boxing	Boxing Men's Welterweight	Gold
2434	GBR	1920 Summer	Antwerpen	1920	Cycling	Cycling Men's Team Pursuit, 4,000 metres	Silver
2434	GBR	1920 Summer	Antwerpen	1920	Cycling	Cycling Men's 50 kilometres	Silver
2434	GBR	1924 Summer	Paris	1924	Cycling	Cycling Men's 50 kilometres	Silver
2440	USA	1928 Summer	Amsterdam	1928	Athletics	Athletics Men's 4 x 400 metres Relay	Gold
2443	USA	1952 Summer	Helsinki	1952	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	Bronze
2458	ESP	2008 Summer	Beijing	2008	Hockey	Hockey Men's Hockey	Silver
2460	ESP	2008 Summer	Beijing	2008	Hockey	Hockey Men's Hockey	Silver
2464	NZL	2012 Summer	London	2012	Sailing	Sailing Women's Two Person Dinghy	Gold
2464	NZL	2016 Summer	Rio de Janeiro	2016	Sailing	Sailing Women's Two Person Dinghy	Silver
2469	LTU	2000 Summer	Sydney	2000	Athletics	Athletics Men's Discus Throw	Gold
2469	LTU	2004 Summer	Athina	2004	Athletics	Athletics Men's Discus Throw	Gold
2469	LTU	2008 Summer	Beijing	2008	Athletics	Athletics Men's Discus Throw	Bronze
2483	BUL	1980 Summer	Moskva	1980	Weightlifting	Weightlifting Men's Middle-Heavyweight	Silver
2495	URS	1976 Summer	Montreal	1976	Rowing	Rowing Women's Coxed Quadruple Sculls	Silver
2495	URS	1980 Summer	Moskva	1980	Rowing	Rowing Women's Double Sculls	Gold
2497	ARM	2012 Summer	London	2012	Wrestling	Wrestling Men's Heavyweight, Greco-Roman	Bronze
2497	ARM	2016 Summer	Rio de Janeiro	2016	Wrestling	Wrestling Men's Heavyweight, Greco-Roman	Gold
2511	URS	1972 Summer	Munich	1972	Weightlifting	Weightlifting Men's Super-Heavyweight	Gold
2511	URS	1976 Summer	Montreal	1976	Weightlifting	Weightlifting Men's Super-Heavyweight	Gold
2513	URS	1964 Summer	Tokyo	1964	Diving	Diving Women's Platform	Bronze
2517	SRB	2012 Summer	London	2012	Water Polo	Water Polo Men's Water Polo	Bronze
2517	SRB	2016 Summer	Rio de Janeiro	2016	Water Polo	Water Polo Men's Water Polo	Gold
2546	BRA	1996 Summer	Atlanta	1996	Basketball	Basketball Women's Basketball	Silver
2546	BRA	2000 Summer	Sydney	2000	Basketball	Basketball Women's Basketball	Bronze
2552	USA	1932 Summer	Los Angeles	1932	Fencing	Fencing Men's Foil, Team	Bronze
2553	GER	1932 Summer	Los Angeles	1932	Rowing	Rowing Men's Coxless Fours	Silver
2559	BRA	2012 Summer	London	2012	Football	Football Men's Football	Silver
2570	GBR	1908 Summer	London	1908	Lacrosse	Lacrosse Men's Lacrosse	Silver
2575	CAN	1996 Summer	Atlanta	1996	Synchronized Swimming	Synchronized Swimming Women's Team	Silver
2576	GBR	1960 Summer	Roma	1960	Fencing	Fencing Men's epee, Team	Silver
2583	CAN	2000 Summer	Sydney	2000	Rowing	Rowing Women's Coxed Eights	Bronze
2589	FRA	1984 Summer	Los Angeles	1984	Judo	Judo Men's Half-Lightweight	Bronze
2589	FRA	1988 Summer	Seoul	1988	Judo	Judo Men's Lightweight	Gold
2592	BRA	2008 Summer	Beijing	2008	Football	Football Men's Football	Bronze
2592	BRA	2012 Summer	London	2012	Football	Football Men's Football	Silver
2597	ROU	1980 Summer	Moskva	1980	Wrestling	Wrestling Men's Light-Flyweight, Greco-Roman	Silver
2599	ROU	1972 Summer	Munich	1972	Boxing	Boxing Men's Heavyweight	Silver
2607	URS	1976 Summer	Montreal	1976	Diving	Diving Men's Platform	Bronze
2607	URS	1980 Summer	Moskva	1980	Diving	Diving Men's Platform	Silver
2608	RUS	2000 Summer	Sydney	2000	Shooting	Shooting Men's Air Rifle, 10 metres	Bronze
2610	NIG	2016 Summer	Rio de Janeiro	2016	Taekwondo	Taekwondo Men's Heavyweight	Silver
2619	URS	1976 Summer	Montreal	1976	Athletics	Athletics Women's Long Jump	Bronze
2629	ESP	1992 Summer	Barcelona	1992	Football	Football Men's Football	Gold
2636	USA	1984 Summer	Los Angeles	1984	Basketball	Basketball Men's Basketball	Gold
2638	SWE	1924 Summer	Paris	1924	Football	Football Men's Football	Bronze
2643	FIN	1912 Summer	Stockholm	1912	Sailing	Sailing Mixed 12 metres	Bronze
2648	BRA	1948 Summer	London	1948	Basketball	Basketball Men's Basketball	Bronze
2648	BRA	1960 Summer	Roma	1960	Basketball	Basketball Men's Basketball	Bronze
2651	SWE	2012 Summer	London	2012	Equestrianism	Equestrianism Mixed Three-Day Event, Individual	Silver
2694	PAK	1984 Summer	Los Angeles	1984	Hockey	Hockey Men's Hockey	Gold
2695	USA	2016 Summer	Rio de Janeiro	2016	Athletics	Athletics Women's 100 metres Hurdles	Silver
2699	IND	1928 Summer	Amsterdam	1928	Hockey	Hockey Men's Hockey	Gold
2703	IND	1964 Summer	Tokyo	1964	Hockey	Hockey Men's Hockey	Gold
2715	FRA	1920 Summer	Antwerpen	1920	Athletics	Athletics Men's 4 x 100 metres Relay	Silver
2722	IRI	1972 Summer	Munich	1972	Wrestling	Wrestling Men's Light-Flyweight, Greco-Roman	Silver
2723	FRA	1908 Summer	London	1908	Fencing	Fencing Men's epee, Individual	Gold
2723	FRA	1908 Summer	London	1908	Fencing	Fencing Men's epee, Team	Gold
2735	RUS	2000 Summer	Sydney	2000	Shooting	Shooting Men's Rapid-Fire Pistol, 25 metres	Gold
2735	RUS	2004 Summer	Athina	2004	Shooting	Shooting Men's Rapid-Fire Pistol, 25 metres	Bronze
2739	CRO	2012 Summer	London	2012	Handball	Handball Men's Handball	Bronze
2750	BRA	2004 Summer	Athina	2004	Football	Football Women's Football	Silver
2755	RUS	2004 Summer	Athina	2004	Shooting	Shooting Men's Trap	Gold
2755	RUS	2008 Summer	Beijing	2008	Shooting	Shooting Men's Trap	Bronze
2756	GRE	1906 Summer	Athina	1906	Gymnastics	Gymnastics Men's Rope Climbing	Gold
2758	BRA	2012 Summer	London	2012	Beach Volleyball	Beach Volleyball Men's Beach Volleyball	Silver
2758	BRA	2016 Summer	Rio de Janeiro	2016	Beach Volleyball	Beach Volleyball Men's Beach Volleyball	Gold
2760	NGR	2004 Summer	Athina	2004	Athletics	Athletics Men's 4 x 100 metres Relay	Bronze
2762	RUS	2008 Summer	Beijing	2008	Rhythmic Gymnastics	Rhythmic Gymnastics Women's Group	Gold
2769	IRI	2016 Summer	Rio de Janeiro	2016	Taekwondo	Taekwondo Women's Featherweight	Bronze
2785	BEL	1920 Summer	Antwerpen	1920	Archery	Archery Men's Target Archery, 28 metres, Team	Silver
2785	BEL	1920 Summer	Antwerpen	1920	Archery	Archery Men's Target Archery, 33 metres, Team	Gold
2785	BEL	1920 Summer	Antwerpen	1920	Archery	Archery Men's Target Archery, 50 metres, Team	Gold
2794	ALG	2000 Summer	Sydney	2000	Boxing	Boxing Men's Light-Welterweight	Bronze
2798	GBR	1984 Summer	Los Angeles	1984	Sailing	Sailing Mixed Two Person Heavyweight Dinghy	Bronze
2800	GBR	1984 Summer	Los Angeles	1984	Shooting	Shooting Men's Small-Bore Rifle, Three Positions, 50 metres	Bronze
2800	GBR	1988 Summer	Seoul	1988	Shooting	Shooting Men's Small-Bore Rifle, Three Positions, 50 metres	Silver
2829	FRA	1900 Summer	Paris	1900	Football	Football Men's Football	Silver
2832	USA	1972 Summer	Munich	1972	Sailing	Sailing Mixed Three Person Keelboat	Gold
2833	USA	1996 Summer	Atlanta	1996	Baseball	Baseball Men's Baseball	Bronze
2849	AUT	2004 Summer	Athina	2004	Triathlon	Triathlon Women's Olympic Distance	Gold
2850	AUS	2000 Summer	Sydney	2000	Hockey	Hockey Women's Hockey	Gold
2861	JAM	2016 Summer	Rio de Janeiro	2016	Athletics	Athletics Men's 4 x 400 metres Relay	Silver
2863	USA	2000 Summer	Sydney	2000	Basketball	Basketball Men's Basketball	Gold
2864	IND	1928 Summer	Amsterdam	1928	Hockey	Hockey Men's Hockey	Gold
2864	IND	1932 Summer	Los Angeles	1932	Hockey	Hockey Men's Hockey	Gold
2864	IND	1936 Summer	Berlin	1936	Hockey	Hockey Men's Hockey	Gold
2871	USA	1920 Summer	Antwerpen	1920	Polo	Polo Men's Polo	Bronze
2874	USA	2004 Summer	Athina	2004	Rowing	Rowing Men's Coxed Eights	Gold
2874	USA	2008 Summer	Beijing	2008	Rowing	Rowing Men's Coxed Eights	Bronze
2875	AUS	2000 Summer	Sydney	2000	Softball	Softball Women's Softball	Bronze
2875	AUS	2004 Summer	Athina	2004	Softball	Softball Women's Softball	Silver
2875	AUS	2008 Summer	Beijing	2008	Softball	Softball Women's Softball	Bronze
2877	GBR	2000 Summer	Sydney	2000	Modern Pentathlon	Modern Pentathlon Women's Individual	Bronze
2880	NOR	1920 Summer	Antwerpen	1920	Sailing	Sailing Mixed 12 metres	Gold
2882	DEN	1912 Summer	Stockholm	1912	Rowing	Rowing Men's Coxed Fours, Inriggers	Gold
2892	TTO	2012 Summer	London	2012	Athletics	Athletics Men's 4 x 400 metres Relay	Bronze
2894	GBR	1968 Summer	Mexico City	1968	Equestrianism	Equestrianism Mixed Three-Day Event, Individual	Silver
2894	GBR	1968 Summer	Mexico City	1968	Equestrianism	Equestrianism Mixed Three-Day Event, Team	Gold
2909	CAN	1936 Summer	Berlin	1936	Basketball	Basketball Men's Basketball	Silver
2915	GBR	1908 Summer	London	1908	Hockey	Hockey Men's Hockey	Silver
2917	ITA	1920 Summer	Antwerpen	1920	Fencing	Fencing Men's epee, Team	Gold
2929	USA	1964 Summer	Tokyo	1964	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	Gold
2930	ITA	2004 Summer	Athina	2004	Water Polo	Water Polo Women's Water Polo	Gold
2942	SWE	1920 Summer	Antwerpen	1920	Athletics	Athletics Men's Cross-Country, Team	Bronze
2988	ARG	1996 Summer	Atlanta	1996	Football	Football Men's Football	Silver
2989	SWE	1936 Summer	Berlin	1936	Fencing	Fencing Men's epee, Team	Silver
2991	CAN	1904 Summer	St. Louis	1904	Lacrosse	Lacrosse Men's Lacrosse	Bronze
2996	SWE	1952 Summer	Helsinki	1952	Sailing	Sailing Mixed Three Person Keelboat	Silver
2998	SWE	1912 Summer	Stockholm	1912	Athletics	Athletics Men's Triple Jump	Bronze
2998	SWE	1920 Summer	Antwerpen	1920	Athletics	Athletics Men's Triple Jump	Bronze
3009	SWE	1920 Summer	Antwerpen	1920	Sailing	Sailing Mixed 40 metres	Silver
3011	SWE	1948 Summer	London	1948	Athletics	Athletics Men's 4 x 400 metres Relay	Bronze
3012	CMR	2000 Summer	Sydney	2000	Football	Football Men's Football	Gold
3017	BRA	1988 Summer	Seoul	1988	Football	Football Men's Football	Silver
3029	ESP	2012 Summer	London	2012	Handball	Handball Women's Handball	Bronze
3052	RUS	2012 Summer	London	2012	Boxing	Boxing Men's Flyweight	Bronze
3055	NGR	2000 Summer	Sydney	2000	Athletics	Athletics Women's 100 metres Hurdles	Silver
3070	SWE	2000 Summer	Sydney	2000	Swimming	Swimming Women's 50 metres Freestyle	Silver
3070	SWE	2000 Summer	Sydney	2000	Swimming	Swimming Women's 100 metres Freestyle	Silver
3070	SWE	2000 Summer	Sydney	2000	Swimming	Swimming Women's 4 x 100 metres Freestyle Relay	Bronze
3071	URS	1988 Summer	Seoul	1988	Fencing	Fencing Men's Sabre, Team	Silver
3077	NOR	2012 Summer	London	2012	Handball	Handball Women's Handball	Gold
3077	NOR	2016 Summer	Rio de Janeiro	2016	Handball	Handball Women's Handball	Bronze
3093	GER	2008 Summer	Beijing	2008	Canoeing	Canoeing Men's Kayak Fours, 1,000 metres	Bronze
3099	GER	1992 Summer	Barcelona	1992	Rowing	Rowing Women's Coxless Pairs	Silver
3102	ITA	1912 Summer	Stockholm	1912	Athletics	Athletics Men's 10 kilometres Walk	Bronze
3147	CHI	2000 Summer	Sydney	2000	Football	Football Men's Football	Bronze
3165	ESP	1928 Summer	Amsterdam	1928	Equestrianism	Equestrianism Men's Jumping, Team	Gold
3171	CUB	1972 Summer	Munich	1972	Basketball	Basketball Men's Basketball	Bronze
3174	CUB	2012 Summer	London	2012	Boxing	Boxing Men's Bantamweight	Bronze
3174	CUB	2016 Summer	Rio de Janeiro	2016	Boxing	Boxing Men's Lightweight	Bronze
3206	COL	2012 Summer	London	2012	Judo	Judo Women's Middleweight	Bronze
3206	COL	2016 Summer	Rio de Janeiro	2016	Judo	Judo Women's Middleweight	Silver
3227	BRA	2012 Summer	London	2012	Volleyball	Volleyball Men's Volleyball	Silver
3231	ITA	1920 Summer	Antwerpen	1920	Equestrianism	Equestrianism Men's Jumping, Team	Bronze
3231	ITA	1924 Summer	Paris	1924	Equestrianism	Equestrianism Men's Three-Day Event, Team	Bronze
3240	EGY	2004 Summer	Athina	2004	Boxing	Boxing Men's Super-Heavyweight	Silver
3248	URS	1980 Summer	Moskva	1980	Fencing	Fencing Men's Sabre, Team	Gold
3249	RUS	2000 Summer	Sydney	2000	Gymnastics	Gymnastics Men's Team All-Around	Bronze
3257	LUX	1920 Summer	Antwerpen	1920	Weightlifting	Weightlifting Men's Heavyweight	Silver
3272	GHA	1992 Summer	Barcelona	1992	Football	Football Men's Football	Bronze
3277	USA	1904 Summer	St. Louis	1904	Rowing	Rowing Men's Coxless Fours	Silver
3281	ROU	1996 Summer	Atlanta	1996	Gymnastics	Gymnastics Women's Individual All-Around	Bronze
3281	ROU	1996 Summer	Atlanta	1996	Gymnastics	Gymnastics Women's Team All-Around	Bronze
3281	ROU	1996 Summer	Atlanta	1996	Gymnastics	Gymnastics Women's Floor Exercise	Silver
3281	ROU	1996 Summer	Atlanta	1996	Gymnastics	Gymnastics Women's Horse Vault	Gold
3281	ROU	2000 Summer	Sydney	2000	Gymnastics	Gymnastics Women's Individual All-Around	Gold
3281	ROU	2000 Summer	Sydney	2000	Gymnastics	Gymnastics Women's Team All-Around	Gold
3281	ROU	2000 Summer	Sydney	2000	Gymnastics	Gymnastics Women's Floor Exercise	Bronze
3285	GHA	1992 Summer	Barcelona	1992	Football	Football Men's Football	Bronze
3289	GER	1928 Summer	Amsterdam	1928	Water Polo	Water Polo Men's Water Polo	Gold
3301	BRA	1996 Summer	Atlanta	1996	Football	Football Men's Football	Bronze
3308	ITA	2004 Summer	Athina	2004	Rowing	Rowing Men's Lightweight Coxless Fours	Bronze
3317	GHA	1972 Summer	Munich	1972	Boxing	Boxing Men's Middleweight	Bronze
3319	ESP	1996 Summer	Atlanta	1996	Hockey	Hockey Men's Hockey	Silver
3321	FRA	1996 Summer	Atlanta	1996	Shooting	Shooting Men's Air Rifle, 10 metres	Bronze
3321	FRA	1996 Summer	Atlanta	1996	Shooting	Shooting Men's Small-Bore Rifle, Three Positions, 50 metres	Gold
3322	ESP	1980 Summer	Moskva	1980	Hockey	Hockey Men's Hockey	Silver
3323	ESP	1960 Summer	Roma	1960	Hockey	Hockey Men's Hockey	Bronze
3324	ESP	1996 Summer	Atlanta	1996	Hockey	Hockey Men's Hockey	Silver
3324	ESP	2008 Summer	Beijing	2008	Hockey	Hockey Men's Hockey	Silver
3325	ESP	1932 Summer	Los Angeles	1932	Sailing	Sailing Mixed One Person Dinghy	Bronze
3329	ARG	2000 Summer	Sydney	2000	Sailing	Sailing Women's One Person Dinghy	Bronze
3330	BRA	1984 Summer	Los Angeles	1984	Volleyball	Volleyball Men's Volleyball	Silver
3330	BRA	1992 Summer	Barcelona	1992	Volleyball	Volleyball Men's Volleyball	Gold
3331	BRA	1960 Summer	Roma	1960	Basketball	Basketball Men's Basketball	Bronze
3331	BRA	1964 Summer	Tokyo	1964	Basketball	Basketball Men's Basketball	Bronze
3332	ESP	1992 Summer	Barcelona	1992	Football	Football Men's Football	Gold
3335	ESP	2000 Summer	Sydney	2000	Football	Football Men's Football	Silver
3356	ITA	1960 Summer	Roma	1960	Water Polo	Water Polo Men's Water Polo	Gold
3361	NGR	2008 Summer	Beijing	2008	Football	Football Men's Football	Silver
3362	ITA	1928 Summer	Amsterdam	1928	Gymnastics	Gymnastics Women's Team All-Around	Silver
3363	USA	2000 Summer	Sydney	2000	Softball	Softball Women's Softball	Gold
3365	ITA	1920 Summer	Antwerpen	1920	Athletics	Athletics Men's 3,000 metres Steeplechase	Bronze
3379	HUN	1964 Summer	Tokyo	1964	Water Polo	Water Polo Men's Water Polo	Gold
3397	SWE	1948 Summer	London	1948	Sailing	Sailing Mixed 6 metres	Bronze
3398	GDR	1972 Summer	Munich	1972	Canoeing	Canoeing Men's Canadian Doubles, Slalom	Gold
3453	URS	1952 Summer	Helsinki	1952	Rowing	Rowing Men's Coxed Eights	Silver
3461	ITA	2004 Summer	Athina	2004	Rowing	Rowing Men's Lightweight Coxless Fours	Bronze
3466	USA	1964 Summer	Tokyo	1964	Rowing	Rowing Men's Coxed Eights	Gold
3467	USA	1964 Summer	Tokyo	1964	Rowing	Rowing Men's Coxed Eights	Gold
3476	GER	1900 Summer	Paris	1900	Rowing	Rowing Men's Coxed Fours	Bronze
